time	V(adc_out)
4.919253755794641e-03	6.539100e-01
4.925878627645230e-03	6.679550e-01
4.935644252645230e-03	7.163698e-01
4.945409877645229e-03	7.962673e-01
4.955175502645229e-03	9.049469e-01
4.964941127645229e-03	1.038737e+00
4.974706752645229e-03	1.193117e+00
4.984472377645229e-03	1.362870e+00
4.994238002645228e-03	1.542261e+00
5.004003627645228e-03	1.725228e+00
5.013769252645228e-03	1.905588e+00
5.023534877645228e-03	2.077249e+00
5.033300502645228e-03	2.234408e+00
5.043066127645227e-03	2.371757e+00
5.052831752645227e-03	2.484655e+00
5.062597377645227e-03	2.569286e+00
5.072363002645227e-03	2.622792e+00
5.082128627645227e-03	2.643364e+00
5.087885501500841e-03	2.639733e+00
5.095742204579927e-03	2.615986e+00
5.105507829579927e-03	2.557033e+00
5.115273454579927e-03	2.467368e+00
5.125039079579926e-03	2.350021e+00
5.134804704579926e-03	2.208957e+00
5.144570329579926e-03	2.048943e+00
5.154335954579926e-03	1.875385e+00
5.164101579579926e-03	1.694148e+00
5.173867204579925e-03	1.511355e+00
5.183632829579925e-03	1.333184e+00
5.193398454579925e-03	1.165654e+00
5.203164079579925e-03	1.014425e+00
5.212929704579925e-03	8.846090e-01
5.222695329579924e-03	7.805905e-01
5.232460954579924e-03	7.058851e-01
5.242226579579924e-03	6.630162e-01
5.251992204579924e-03	6.534333e-01
5.258243649461989e-03	6.649700e-01
5.268009274461988e-03	7.101561e-01
5.277774899461988e-03	7.870357e-01
5.287540524461988e-03	8.930103e-01
5.297306149461988e-03	1.024500e+00
5.307071774461988e-03	1.177061e+00
5.316837399461987e-03	1.345539e+00
5.326603024461987e-03	1.524241e+00
5.336368649461987e-03	1.707129e+00
5.346134274461987e-03	1.888023e+00
5.355899899461987e-03	2.060812e+00
5.365665524461986e-03	2.219656e+00
5.375431149461986e-03	2.359189e+00
5.385196774461986e-03	2.474695e+00
5.394962399461986e-03	2.562274e+00
5.404728024461986e-03	2.618964e+00
5.414493649461985e-03	2.642852e+00
5.420858614684966e-03	2.640332e+00
5.428489753352692e-03	2.618524e+00
5.438255378352692e-03	2.561488e+00
5.448021003352691e-03	2.473590e+00
5.457786628352691e-03	2.357800e+00
5.467552253352691e-03	2.218032e+00
5.477317878352691e-03	2.059007e+00
5.487083503352690e-03	1.886100e+00
5.496849128352690e-03	1.705153e+00
5.506614753352690e-03	1.522279e+00
5.516380378352690e-03	1.343658e+00
5.526146003352690e-03	1.175325e+00
5.535911628352689e-03	1.022969e+00
5.545677253352689e-03	8.917363e-01
5.555442878352689e-03	7.860619e-01
5.565208503352689e-03	7.095165e-01
5.574974128352689e-03	6.646861e-01
5.584739753352688e-03	6.530861e-01
5.590623329607966e-03	6.623505e-01
5.600189368021338e-03	7.031578e-01
5.609954993021337e-03	7.764098e-01
5.619720618021337e-03	8.791168e-01
5.629486243021337e-03	1.007809e+00
5.639251868021337e-03	1.158138e+00
5.649017493021337e-03	1.325024e+00
5.658783118021336e-03	1.502828e+00
5.668548743021336e-03	1.685543e+00
5.678314368021336e-03	1.866994e+00
5.688079993021336e-03	2.041051e+00
5.697845618021335e-03	2.201832e+00
5.707611243021335e-03	2.343905e+00
5.717376868021335e-03	2.462469e+00
5.727142493021335e-03	2.553519e+00
5.736908118021335e-03	2.613978e+00
5.746673743021334e-03	2.641804e+00
5.753762322889175e-03	2.640980e+00
5.761124279054490e-03	2.621392e+00
5.770889904054490e-03	2.566651e+00
5.780655529054489e-03	2.480875e+00
5.790421154054489e-03	2.366961e+00
5.800186779054489e-03	2.228761e+00
5.809952404054489e-03	2.070943e+00
5.819718029054489e-03	1.898839e+00
5.829483654054488e-03	1.718266e+00
5.839249279054488e-03	1.535324e+00
5.849014904054488e-03	1.356195e+00
5.858780529054488e-03	1.186932e+00
5.868546154054488e-03	1.033254e+00
5.878311779054487e-03	9.003534e-01
5.888077404054487e-03	7.927206e-01
5.897843029054487e-03	7.139926e-01
5.907608654054487e-03	6.668294e-01
5.917374279054487e-03	6.528248e-01
5.922818871847348e-03	6.596361e-01
5.931675758094275e-03	6.928644e-01
5.941441383094275e-03	7.602353e-01
5.951207008094274e-03	8.576089e-01
5.960972633094274e-03	9.816955e-01
5.970738258094274e-03	1.128302e+00
5.980503883094274e-03	1.292474e+00
5.990269508094274e-03	1.468666e+00
6.000035133094273e-03	1.650923e+00
6.009800758094273e-03	1.833087e+00
6.019566383094273e-03	2.009004e+00
6.029332008094273e-03	2.172728e+00
6.039097633094273e-03	2.318729e+00
6.048863258094272e-03	2.442073e+00
6.058628883094272e-03	2.538593e+00
6.068394508094272e-03	2.605026e+00
6.078160133094272e-03	2.639130e+00
6.086405401912312e-03	2.641868e+00
6.093334560952081e-03	2.625631e+00
6.103100185952080e-03	2.574598e+00
6.112865810952080e-03	2.492262e+00
6.122631435952080e-03	2.381406e+00
6.132397060952080e-03	2.245775e+00
6.142162685952079e-03	2.089952e+00
6.151928310952079e-03	1.919203e+00
6.161693935952079e-03	1.739297e+00
6.171459560952079e-03	1.556312e+00
6.181225185952079e-03	1.376433e+00
6.190990810952078e-03	1.205736e+00
6.200756435952078e-03	1.049990e+00
6.210522060952078e-03	9.144564e-01
6.220287685952078e-03	8.037154e-01
6.230053310952078e-03	7.215084e-01
6.239818935952077e-03	6.706135e-01
6.249584560952077e-03	6.527500e-01
6.254845586336482e-03	6.570758e-01
6.262885926578735e-03	6.824582e-01
6.272651551578735e-03	7.429683e-01
6.282417176578734e-03	8.340652e-01
6.292182801578734e-03	9.526716e-01
6.301948426578734e-03	1.094779e+00
6.311714051578734e-03	1.255587e+00
6.321479676578734e-03	1.429661e+00
6.331245301578733e-03	1.611119e+00
6.341010926578733e-03	1.793830e+00
6.350776551578733e-03	1.971622e+00
6.360542176578733e-03	2.138484e+00
6.370307801578733e-03	2.288782e+00
6.380073426578732e-03	2.417435e+00
6.389839051578732e-03	2.520097e+00
6.399604676578732e-03	2.593299e+00
6.409370301578732e-03	2.634568e+00
6.418940303881732e-03	2.642681e+00
6.425368435001249e-03	2.629984e+00
6.435134060001249e-03	2.583270e+00
6.444899685001249e-03	2.504961e+00
6.454665310001249e-03	2.397704e+00
6.464430935001248e-03	2.265122e+00
6.474196560001248e-03	2.111696e+00
6.483962185001248e-03	1.942609e+00
6.493727810001248e-03	1.763575e+00
6.503493435001248e-03	1.580644e+00
6.513259060001247e-03	1.399997e+00
6.523024685001247e-03	1.227736e+00
6.532790310001247e-03	1.069684e+00
6.542555935001247e-03	9.311802e-01
6.552321560001247e-03	8.169048e-01
6.562087185001246e-03	7.307185e-01
6.571852810001246e-03	6.755341e-01
6.581618435001246e-03	6.532156e-01
6.587695749762508e-03	6.562983e-01
6.595433648928255e-03	6.790161e-01
6.605199273928255e-03	7.369622e-01
6.614964898928255e-03	8.256992e-01
6.624730523928255e-03	9.422292e-01
6.634496148928254e-03	1.082614e+00
6.644261773928254e-03	1.242111e+00
6.654027398928254e-03	1.415331e+00
6.663793023928254e-03	1.596420e+00
6.673558648928254e-03	1.779259e+00
6.683324273928253e-03	1.957672e+00
6.693089898928253e-03	2.125629e+00
6.702855523928253e-03	2.277456e+00
6.712621148928253e-03	2.408021e+00
6.722386773928253e-03	2.512915e+00
6.732152398928252e-03	2.588593e+00
6.741918023928252e-03	2.632497e+00
6.751683648928252e-03	2.643144e+00
6.757741339181543e-03	2.632830e+00
6.767506964181543e-03	2.589326e+00
6.777272589181543e-03	2.514024e+00
6.787038214181543e-03	2.409468e+00
6.796803839181543e-03	2.279191e+00
6.806569464181542e-03	2.127595e+00
6.816335089181542e-03	1.959802e+00
6.826100714181542e-03	1.781483e+00
6.835866339181542e-03	1.598661e+00
6.845631964181541e-03	1.417516e+00
6.855397589181541e-03	1.244166e+00
6.865163214181541e-03	1.084471e+00
6.874928839181541e-03	9.438245e-01
6.884694464181541e-03	8.269808e-01
6.894460089181540e-03	7.378865e-01
6.904225714181540e-03	6.795530e-01
6.913991339181540e-03	6.539503e-01
6.920671584644750e-03	6.557827e-01
6.928185559429157e-03	6.766122e-01
6.937951184429157e-03	7.326525e-01
6.947716809429157e-03	8.196304e-01
6.957482434429157e-03	9.346071e-01
6.967248059429157e-03	1.073697e+00
6.977013684429156e-03	1.232202e+00
6.986779309429156e-03	1.404764e+00
6.996544934429156e-03	1.585555e+00
7.006310559429156e-03	1.768463e+00
7.016076184429156e-03	1.947311e+00
7.025841809429155e-03	2.116054e+00
7.035607434429155e-03	2.268991e+00
7.045373059429155e-03	2.400954e+00
7.055138684429155e-03	2.507484e+00
7.064904309429154e-03	2.584983e+00
7.074669934429154e-03	2.630831e+00
7.084435559429154e-03	2.643480e+00
7.090128058686776e-03	2.635319e+00
7.099385648071960e-03	2.597897e+00
7.109151273071960e-03	2.527195e+00
7.118916898071960e-03	2.426795e+00
7.128682523071960e-03	2.300090e+00
7.138448148071960e-03	2.151361e+00
7.148213773071959e-03	1.985632e+00
7.157979398071959e-03	1.808505e+00
7.167745023071959e-03	1.625964e+00
7.177510648071959e-03	1.444177e+00
7.187276273071959e-03	1.269286e+00
7.197041898071958e-03	1.107202e+00
7.206807523071958e-03	9.633995e-01
7.216573148071958e-03	8.427388e-01
7.226338773071958e-03	7.492962e-01
7.236104398071957e-03	6.862295e-01
7.245870023071957e-03	6.556692e-01
7.253462343860836e-03	6.550718e-01
7.260636254662381e-03	6.731715e-01
7.270401879662381e-03	7.263060e-01
7.280167504662381e-03	8.105936e-01
7.289933129662381e-03	9.231860e-01
7.299698754662381e-03	1.060279e+00
7.309464379662380e-03	1.217240e+00
7.319230004662380e-03	1.388766e+00
7.328995629662380e-03	1.569061e+00
7.338761254662380e-03	1.752033e+00
7.348526879662380e-03	1.931499e+00
7.358292504662379e-03	2.101396e+00
7.368058129662379e-03	2.255983e+00
7.377823754662379e-03	2.390037e+00
7.387589379662379e-03	2.499028e+00
7.397355004662379e-03	2.579274e+00
7.407120629662378e-03	2.628063e+00
7.416886254662378e-03	2.643747e+00
7.422024225475243e-03	2.638483e+00
7.430384760083816e-03	2.610138e+00
7.440150385083816e-03	2.546928e+00
7.449916010083816e-03	2.453355e+00
7.459681635083816e-03	2.332579e+00
7.469447260083815e-03	2.188682e+00
7.479212885083815e-03	2.026526e+00
7.488978510083815e-03	1.851590e+00
7.498744135083815e-03	1.669786e+00
7.508509760083814e-03	1.487256e+00
7.518275385083814e-03	1.310167e+00
7.528041010083814e-03	1.144504e+00
7.537806635083814e-03	9.958636e-01
7.547572260083814e-03	8.692690e-01
7.557337885083813e-03	7.689968e-01
7.567103510083813e-03	6.984357e-01
7.576869135083813e-03	6.599695e-01
7.585920667884490e-03	6.541274e-01
7.592545693755676e-03	6.681734e-01
7.602311318755676e-03	7.165895e-01
7.612076943755676e-03	7.964880e-01
7.621842568755676e-03	9.051687e-01
7.631608193755675e-03	1.038960e+00
7.641373818755675e-03	1.193340e+00
7.651139443755675e-03	1.363094e+00
7.660905068755675e-03	1.542485e+00
7.670670693755675e-03	1.725452e+00
7.680436318755674e-03	1.905812e+00
7.690201943755674e-03	2.077471e+00
7.699967568755674e-03	2.234630e+00
7.709733193755674e-03	2.371978e+00
7.719498818755673e-03	2.484874e+00
7.729264443755673e-03	2.569505e+00
7.739030068755673e-03	2.623009e+00
7.748795693755673e-03	2.643580e+00
7.754552316698044e-03	2.639948e+00
7.762409112758256e-03	2.616200e+00
7.772174737758256e-03	2.557246e+00
7.781940362758256e-03	2.467581e+00
7.791705987758256e-03	2.350233e+00
7.801471612758256e-03	2.209169e+00
7.811237237758255e-03	2.049154e+00
7.821002862758256e-03	1.875596e+00
7.830768487758256e-03	1.694358e+00
7.840534112758256e-03	1.511566e+00
7.850299737758255e-03	1.333394e+00
7.860065362758255e-03	1.165864e+00
7.869830987758255e-03	1.014636e+00
7.879596612758255e-03	8.848204e-01
7.889362237758255e-03	7.808025e-01
7.899127862758254e-03	7.060977e-01
7.908893487758254e-03	6.632296e-01
7.918659112758254e-03	6.536474e-01
7.924910709279578e-03	6.651851e-01
7.934676334279578e-03	7.103723e-01
7.944441959279578e-03	7.872531e-01
7.954207584279577e-03	8.932287e-01
7.963973209279577e-03	1.024719e+00
7.973738834279577e-03	1.177281e+00
7.983504459279577e-03	1.345760e+00
7.993270084279577e-03	1.524461e+00
8.003035709279576e-03	1.707350e+00
8.012801334279576e-03	1.888243e+00
8.022566959279576e-03	2.061031e+00
8.032332584279576e-03	2.219874e+00
8.042098209279576e-03	2.359406e+00
8.051863834279575e-03	2.474912e+00
8.061629459279575e-03	2.562490e+00
8.071395084279575e-03	2.619179e+00
8.081160709279575e-03	2.643064e+00
8.087525427685701e-03	2.640544e+00
8.095156658010942e-03	2.618736e+00
8.104922283010942e-03	2.561698e+00
8.114687908010941e-03	2.473799e+00
8.124453533010941e-03	2.358009e+00
8.134219158010941e-03	2.218240e+00
8.143984783010941e-03	2.059215e+00
8.153750408010941e-03	1.886308e+00
8.163516033010940e-03	1.705360e+00
8.173281658010940e-03	1.522486e+00
8.183047283010940e-03	1.343865e+00
8.192812908010940e-03	1.175533e+00
8.202578533010940e-03	1.023176e+00
8.212344158010939e-03	8.919445e-01
8.222109783010939e-03	7.862707e-01
8.231875408010939e-03	7.097259e-01
8.241641033010939e-03	6.648962e-01
8.251406658010938e-03	6.532969e-01
8.257290383748186e-03	6.625621e-01
8.266856663323342e-03	7.033721e-01
8.276622288323342e-03	7.766260e-01
8.286387913323342e-03	8.793347e-01
8.296153538323341e-03	1.008029e+00
8.305919163323341e-03	1.158359e+00
8.315684788323341e-03	1.325245e+00
8.325450413323341e-03	1.503050e+00
8.335216038323340e-03	1.685765e+00
8.344981663323340e-03	1.867215e+00
8.354747288323340e-03	2.041271e+00
8.364512913323340e-03	2.202051e+00
8.374278538323340e-03	2.344123e+00
8.384044163323339e-03	2.462686e+00
8.393809788323339e-03	2.553734e+00
8.403575413323339e-03	2.614190e+00
8.413341038323339e-03	2.642014e+00
8.420429223983906e-03	2.641189e+00
8.427791327074450e-03	2.621600e+00
8.437556952074449e-03	2.566857e+00
8.447322577074449e-03	2.481079e+00
8.457088202074449e-03	2.367165e+00
8.466853827074449e-03	2.228964e+00
8.476619452074449e-03	2.071145e+00
8.486385077074448e-03	1.899041e+00
8.496150702074448e-03	1.718467e+00
8.505916327074448e-03	1.535525e+00
8.515681952074448e-03	1.356397e+00
8.525447577074447e-03	1.187134e+00
8.535213202074447e-03	1.033457e+00
8.544978827074447e-03	9.005566e-01
8.554744452074447e-03	7.929248e-01
8.564510077074447e-03	7.141978e-01
8.574275702074446e-03	6.670358e-01
8.584041327074446e-03	6.530325e-01
8.589486159457324e-03	6.598451e-01
8.598343433233705e-03	6.930771e-01
8.608109058233705e-03	7.604512e-01
8.617874683233705e-03	8.578276e-01
8.627640308233705e-03	9.819167e-01
8.637405933233705e-03	1.128525e+00
8.647171558233704e-03	1.292699e+00
8.656937183233704e-03	1.468891e+00
8.666702808233704e-03	1.651148e+00
8.676468433233704e-03	1.833312e+00
8.686234058233704e-03	2.009228e+00
8.695999683233703e-03	2.172951e+00
8.705765308233703e-03	2.318950e+00
8.715530933233703e-03	2.442291e+00
8.725296558233703e-03	2.538808e+00
8.735062183233703e-03	2.605238e+00
8.744827808233702e-03	2.639338e+00
8.753072446419199e-03	2.642074e+00
8.760001842465006e-03	2.625834e+00
8.769767467465005e-03	2.574799e+00
8.779533092465005e-03	2.492461e+00
8.789298717465005e-03	2.381603e+00
8.799064342465005e-03	2.245971e+00
8.808829967465005e-03	2.090147e+00
8.818595592465004e-03	1.919397e+00
8.828361217465004e-03	1.739491e+00
8.838126842465004e-03	1.556506e+00
8.847892467465004e-03	1.376627e+00
8.857658092465004e-03	1.205931e+00
8.867423717465003e-03	1.050186e+00
8.877189342465003e-03	9.146534e-01
8.886954967465003e-03	8.039140e-01
8.896720592465003e-03	7.217088e-01
8.906486217465003e-03	6.708158e-01
8.916251842465002e-03	6.529543e-01
8.921512481541936e-03	6.572806e-01
8.929552964780763e-03	6.826643e-01
8.939318589780762e-03	7.431754e-01
8.949084214780762e-03	8.342733e-01
8.958849839780762e-03	9.528806e-01
8.968615464780762e-03	1.094989e+00
8.978381089780762e-03	1.255797e+00
8.988146714780761e-03	1.429871e+00
8.997912339780761e-03	1.611330e+00
9.007677964780761e-03	1.794041e+00
9.017443589780761e-03	1.971832e+00
9.027209214780760e-03	2.138694e+00
9.036974839780760e-03	2.288991e+00
9.046740464780760e-03	2.417643e+00
9.056506089780760e-03	2.520304e+00
9.066271714780760e-03	2.593505e+00
9.076037339780759e-03	2.634773e+00
9.085607110845446e-03	2.642884e+00
9.092035330035251e-03	2.630186e+00
9.101800955035251e-03	2.583471e+00
9.111566580035250e-03	2.505162e+00
9.121332205035250e-03	2.397903e+00
9.131097830035250e-03	2.265321e+00
9.140863455035250e-03	2.111894e+00
9.150629080035250e-03	1.942807e+00
9.160394705035249e-03	1.763773e+00
9.170160330035249e-03	1.580842e+00
9.179925955035249e-03	1.400194e+00
9.189691580035249e-03	1.227934e+00
9.199457205035249e-03	1.069883e+00
9.209222830035248e-03	9.313790e-01
9.218988455035248e-03	8.171041e-01
9.228754080035248e-03	7.309184e-01
9.238519705035248e-03	6.757347e-01
9.248285330035248e-03	6.534169e-01
9.254362501384030e-03	6.564998e-01
9.262100453748119e-03	6.792180e-01
9.271866078748119e-03	7.371644e-01
9.281631703748119e-03	8.259018e-01
9.291397328748119e-03	9.424320e-01
9.301162953748119e-03	1.082817e+00
9.310928578748118e-03	1.242314e+00
9.320694203748118e-03	1.415534e+00
9.330459828748118e-03	1.596623e+00
9.340225453748118e-03	1.779462e+00
9.349991078748118e-03	1.957875e+00
9.359756703748117e-03	2.125832e+00
9.369522328748117e-03	2.277658e+00
9.379287953748117e-03	2.408223e+00
9.389053578748117e-03	2.513117e+00
9.398819203748117e-03	2.588794e+00
9.408584828748116e-03	2.632697e+00
9.418350453748116e-03	2.643344e+00
9.424408230761908e-03	2.633029e+00
9.434173855761908e-03	2.589525e+00
9.443939480761908e-03	2.514221e+00
9.453705105761908e-03	2.409665e+00
9.463470730761907e-03	2.279387e+00
9.473236355761907e-03	2.127791e+00
9.483001980761907e-03	1.959997e+00
9.492767605761907e-03	1.781678e+00
9.502533230761907e-03	1.598856e+00
9.512298855761906e-03	1.417710e+00
9.522064480761906e-03	1.244361e+00
9.531830105761906e-03	1.084666e+00
9.541595730761906e-03	9.440203e-01
9.551361355761906e-03	8.271771e-01
9.561126980761905e-03	7.380834e-01
9.570892605761905e-03	6.797504e-01
9.580658230761905e-03	6.541485e-01
9.587338335087308e-03	6.559811e-01
9.594852362359740e-03	6.768110e-01
9.604617987359740e-03	7.328517e-01
9.614383612359740e-03	8.198299e-01
9.624149237359740e-03	9.348069e-01
9.633914862359740e-03	1.073897e+00
9.643680487359739e-03	1.232402e+00
9.653446112359739e-03	1.404965e+00
9.663211737359739e-03	1.585755e+00
9.672977362359739e-03	1.768664e+00
9.682742987359738e-03	1.947511e+00
9.692508612359738e-03	2.116253e+00
9.702274237359738e-03	2.269190e+00
9.712039862359738e-03	2.401152e+00
9.721805487359738e-03	2.507683e+00
9.731571112359737e-03	2.585181e+00
9.741336737359737e-03	2.631029e+00
9.751102362359737e-03	2.643677e+00
9.756794947216022e-03	2.635515e+00
9.766052674859749e-03	2.598091e+00
9.775818299859748e-03	2.527388e+00
9.785583924859748e-03	2.426988e+00
9.795349549859748e-03	2.300281e+00
9.805115174859748e-03	2.151551e+00
9.814880799859748e-03	1.985822e+00
9.824646424859747e-03	1.808695e+00
9.834412049859747e-03	1.626153e+00
9.844177674859747e-03	1.444366e+00
9.853943299859747e-03	1.269476e+00
9.863708924859747e-03	1.107392e+00
9.873474549859746e-03	9.635903e-01
9.883240174859746e-03	8.429305e-01
9.893005799859746e-03	7.494889e-01
9.902771424859746e-03	6.864233e-01
9.912537049859746e-03	6.558641e-01
9.920129145063085e-03	6.552673e-01
9.927303140215863e-03	6.733677e-01
9.937068765215863e-03	7.265028e-01
9.946834390215863e-03	8.107910e-01
9.956600015215863e-03	9.233838e-01
9.966365640215863e-03	1.060477e+00
9.976131265215862e-03	1.217439e+00
9.985896890215862e-03	1.388965e+00
9.995662515215862e-03	1.569260e+00
1.000000000000000e-02	1.650567e+00
